   890.122  26.1  -7.634   0.319    4.48E+08
   905.210  26.1  -7.674   0.437    4.48E+08
   915.150  26.1  -7.934   0.268    5.23E+08
   920.547  26.1  -7.646   0.299    4.50E+08
   921.056  26.1  -7.640   0.307    6.04E+08
   921.796  26.1  -7.630   0.312    5.54E+08
   923.819  26.1  -7.646   0.299    4.50E+08
   923.835  26.1  -7.644   0.302    4.50E+08
   924.332  26.1  -7.640   0.307    6.04E+08
   926.212  26.1  -7.665   0.317    3.43E+08
   926.240  26.1  -7.646   0.299    4.50E+08
   926.256  26.1  -7.644   0.302    4.50E+08
   927.931  26.1  -7.644   0.302    4.50E+08
   928.110  26.1  -7.755   0.317    6.92E+08
   929.525  26.1  -7.665   0.317    3.43E+08
   930.023  26.1  -7.683   0.324    3.98E+08
   930.554  26.1  -7.755   0.317    6.92E+08
   931.106  26.1  -7.819   0.242    5.23E+08
   931.712  26.1  -7.683   0.324    3.98E+08
   932.245  26.1  -7.755   0.317    6.92E+08
   932.707  26.1  -7.683   0.325    3.98E+08
   934.611  26.1  -7.663   0.411    6.31E+08
   935.128  26.1  -7.648   0.417    2.05E+08
   936.693  26.1  -7.691   0.359    4.50E+08
   937.221  26.1  -7.675   0.384    6.04E+08
   937.293  26.1  -7.863   0.469    4.65E+08
   937.870  26.1  -7.590   0.338    2.21E+08
   937.987  26.1  -7.669   0.403    5.54E+08
   938.158  26.1  -7.642   0.315    3.00E+08
   939.165  26.1  -7.475   0.348    3.00E+08
   939.166  26.1  -7.642   0.315    3.00E+08
   939.174  26.1  -7.667   0.406    6.68E+08
   939.506  26.1  -7.662   0.408    5.62E+08
   941.267  26.1  -7.590   0.338    2.21E+08
   941.553  26.1  -7.943   0.204    5.02E+08
   941.611  26.1  -7.690   0.360    4.50E+08
   941.627  26.1  -7.679   0.374    4.50E+08
   942.144  26.1  -7.676   0.382    6.04E+08
   942.560  26.1  -7.669   0.300    3.43E+08
   942.571  26.1  -7.475   0.349    3.03E+08
   942.785  26.1  -7.670   0.404    6.68E+08
   944.068  26.1  -7.943   0.204    5.02E+08
   945.057  26.1  -7.933   0.308    5.39E+08
   945.091  26.1  -7.475   0.349    3.03E+08
   945.241  26.1  -7.688   0.365    4.50E+08
   945.257  26.1  -7.677   0.369    4.50E+08
   945.800  26.1  -7.943   0.220    3.18E+08
   945.808  26.1  -7.943   0.204    5.02E+08
   946.848  26.1  -7.942   0.214    3.03E+08
   947.547  26.1  -7.943   0.220    3.18E+08
   947.761  26.1  -7.678   0.369    4.50E+08
   947.828  26.1  -7.933   0.307    5.39E+08
   947.875  26.1  -7.942   0.214    3.03E+08
   948.575  26.1  -7.942   0.220    3.18E+08
   948.699  26.1  -7.933   0.213    5.10E+07
   949.182  26.1  -7.720   0.372    3.98E+08
   949.734  26.1  -7.761   0.277    6.92E+08
   950.049  26.1  -7.936   0.267    5.39E+08
   951.083  26.1  -7.936   0.267    5.39E+08
   951.707  26.1  -7.721   0.373    3.98E+08
   952.175  26.1  -7.932   0.213    5.10E+07
   954.038  26.1  -7.796   0.253    1.71E+08
   954.046  26.1  -7.954   0.268    7.00E+08
   954.635  26.1  -7.572   0.351    2.21E+08
   955.977  26.1  -7.466   0.354    3.03E+08
   956.240  26.1  -7.813   0.269    4.54E+08
   956.453  26.1  -7.768   0.294    6.84E+08
   958.432  26.1  -7.683   0.425    3.00E+08
   961.100  26.1  -7.468   0.355    3.03E+08
   965.621  26.1  -7.878   0.167    3.18E+08
   965.857  26.1  -7.870   0.177    5.10E+07
   967.504  26.1  -7.881   0.187    3.03E+08
   968.234  26.1  -7.878   0.169    3.18E+08
   970.846  26.1  -7.823   0.249    5.39E+08
   971.086  26.1  -7.869   0.178    5.10E+07
   971.400  26.1  -7.885   0.182    7.00E+08
   975.457  26.1  -7.944   0.247    4.51E+08
   975.536  26.1  -7.769   0.266    6.84E+08
   978.563  26.1  -7.876   0.170    6.70E+08
   979.774  26.1  -7.944   0.337    5.89E+08
   984.383  26.1  -7.944   0.334    5.89E+08
   986.314  26.1  -7.866   0.221    6.31E+08
   986.955  26.1  -7.928   0.230    3.57E+08
   987.058  26.1  -7.832   0.241    4.51E+08
   989.044  26.1  -7.791   0.288    1.90E+08
   989.719  26.1  -7.928   0.229    3.57E+08
   990.946  26.1  -7.622   0.310    6.31E+08
   991.019  26.1  -7.929   0.233    3.58E+08
   991.632  26.1  -7.928   0.229    3.57E+08
   992.520  26.1  -7.836   0.250    4.51E+08
   993.287  26.1  -7.652   0.312    4.50E+08
   993.306  26.1  -7.645   0.306    4.50E+08
   993.880  26.1  -7.641   0.308    6.04E+08
   994.067  26.1  -7.928   0.233    3.58E+08
   994.631  26.1  -7.928   0.241    3.81E+08
   995.063  26.1  -7.837   0.254    4.32E+08
   995.765  26.1  -7.928   0.241    3.81E+08
   996.554  26.1  -7.834   0.252    4.51E+08
   997.614  26.1  -7.652   0.312    4.50E+08
